#Wavelength,Qabs,Qsca,Qext
400,2.6198213294990113E-14,2.6417170626268807E-14,5.261538392125892E-14
402.7027027027027,2.6361129149435836E-14,2.6413001759153496E-14,5.277413090858933E-14
405.4054054054054,2.652759864726097E-14,2.640432031369693E-14,5.29319189609579E-14
408.10810810810807,2.6697293300553147E-14,2.6390941029844823E-14,5.308823433039797E-14
410.8108108108108,2.6869879557165594E-14,2.6372694224667037E-14,5.324257378183263E-14
413.5135135135135,2.7046072123175284E-14,2.6346256435893406E-14,5.339232855906869E-14
416.2162162162162,2.72365353520841E-14,2.6277274719379303E-14,5.35138100714634E-14
418.9189189189189,2.742846584412211E-14,2.6202233801374224E-14,5.363069964549633E-14
421.6216216216216,2.7621502183228654E-14,2.6121067927259408E-14,5.374257011048806E-14
424.3243243243243,2.7815284559276802E-14,2.603373077426315E-14,5.384901533353995E-14
427.02702702702703,2.800945586246077E-14,2.594019519659122E-14,5.394965105905199E-14
429.72972972972974,2.82036627637237E-14,2.584045290276267E-14,5.404411566648637E-14
432.4324324324324,2.8418421099201304E-14,2.5725285351359983E-14,5.414370645056129E-14
435.1351351351351,2.864194500777013E-14,2.560118899811001E-14,5.424313400588014E-14
437.8378378378378,2.88658859338582E-14,2.547215323504886E-14,5.4338039168907065E-14
440.5405405405405,2.909004968508524E-14,2.5338361578617266E-14,5.442841126370251E-14
443.2432432432432,2.9314251382724206E-14,2.5200009556859568E-14,5.451426093958378E-14
445.94594594594594,2.953831587696635E-14,2.5057303475099005E-14,5.4595619352065355E-14
448.64864864864865,2.9762078107978204E-14,2.4910459177639142E-14,5.4672537285617346E-14
451.35135135135135,2.998796125776965E-14,2.4747646208127687E-14,5.4735607465897336E-14
454.05405405405406,3.022540623781855E-14,2.452017486526448E-14,5.474558110308303E-14
456.7567567567568,3.0460885874669523E-14,2.4287867939447058E-14,5.474875381411658E-14
459.4594594594594,3.069422471182539E-14,2.4051053182297847E-14,5.474527789412324E-14
