#Wavelength,Qabs,Qsca,Qext
400,1.6987121227234088E-14,1.058379229523716E-14,2.7570913522471248E-14
402.7027027027027,1.695419723256087E-14,1.0544090703866615E-14,2.7498287936427484E-14
405.4054054054054,1.6912682589886942E-14,1.0500948425681667E-14,2.7413631015568608E-14
408.10810810810807,1.6862549462082484E-14,1.0454367145304654E-14,2.7316916607387137E-14
410.8108108108108,1.680379552351229E-14,1.0404357219240305E-14,2.7208152742752594E-14
413.5135135135135,1.6735625703322987E-14,1.0349848038283065E-14,2.708547374160605E-14
416.2162162162162,1.664941488867271E-14,1.0279129571426807E-14,2.6928544460099515E-14
418.9189189189189,1.6554873859718792E-14,1.020488336476343E-14,2.6759757224482223E-14
421.6216216216216,1.6452179677819375E-14,1.0127219113070279E-14,2.6579398790889653E-14
424.3243243243243,1.634153321976824E-14,1.0046254942589825E-14,2.6387788162358065E-14
427.02702702702703,1.6223157775098932E-14,9.962116802893154E-15,2.6185274577992086E-14
429.72972972972974,1.609729752033068E-14,9.874937812026602E-15,2.5972235332357282E-14
432.4324324324324,1.5966188168248925E-14,9.759060827384012E-15,2.5725248995632937E-14
435.1351351351351,1.5830293851999705E-14,9.63151340530781E-15,2.5461807257307516E-14
437.8378378378378,1.5689378846487875E-14,9.502996090868443E-15,2.5192374937356318E-14
440.5405405405405,1.5543771151665406E-14,9.373698653547008E-15,2.4917469805212412E-14
443.2432432432432,1.539379864003422E-14,9.24380460832796E-15,2.463760324836218E-14
445.94594594594594,1.5239787558833584E-14,9.113490794223338E-15,2.435327835305692E-14
448.64864864864865,1.5082061150448824E-14,8.982927020207415E-15,2.406498817065624E-14
451.35135135135135,1.4920045775251552E-14,8.849206309709686E-15,2.376925208496124E-14
454.05405405405406,1.4750890930712972E-14,8.700735048162829E-15,2.3451625978875802E-14
456.7567567567568,1.4579648120922106E-14,8.553324208250974E-15,2.313297232917308E-14
459.4594594594594,1.440662644670545E-14,8.407112338133735E-15,2.2813738784839187E-14
462.16216216216213,1.423212216535497E-14,8.26222656860968E-15,2.249434873396465E-14
464.86486486486484,1.4056418316734413E-14,8.118782933100746E-15,2.2175201249835157E-14
467.56756756756755,1.3879784477231989E-14,7.976886726413141E-15,2.185667120364513E-14
470.27027027027026,1.3702476619317373E-14,7.836632899352355E-15,2.1539109518669726E-14
472.97297297297297,1.354347366420295E-14,7.708810505508979E-15,2.125228416971193E-14
475.6756756756757,1.3397046036923616E-14,7.590164839217809E-15,2.0987210876141427E-14
478.37837837837833,1.3249725748954776E-14,7.472965043373377E-15,2.072269079232815E-14
481.08108108108115,1.3101665944630409E-14,7.357241794810005E-15,2.0458907739440413E-14
483.78378378378375,1.2953013097709662E-14,7.243021576467323E-15,2.0196034674176985E-14
486.48648648648646,1.2803907076307604E-14,7.130326916367218E-15,1.9934233992674822E-14
489.18918918918916,1.2654481221999082E-14,7.0191766258057595E-15,1.9673657847804842E-14
491.8918918918919,1.2504862454100913E-14,6.90958602768718E-15,1.9414448481788092E-14
494.5945945945946,1.2355171387220477E-14,6.8015671784953475E-15,1.9156738565715825E-14
497.2972972972973,1.2222541543371758E-14,6.694993285327493E-15,1.891753482869925E-14
500,1.2105919919310865E-14,6.590229406226334E-15,1.86961493255372E-14
502.70270270270277,1.198946026354734E-14,6.487489904255299E-15,1.847695016780264E-14
505.4054054054055,1.1873218642422168E-14,6.386744341997913E-15,1.8259962984420082E-14
508.10810810810807,1.1757247399875387E-14,6.287961380871992E-15,1.804520878074738E-14
510.8108108108108,1.1641595342467462E-14,6.191108939974803E-15,1.7832704282442266E-14
513.5135135135134,1.1526307921936076E-14,6.096154338634766E-15,1.7622462260570842E-14
516.2162162162163,1.141142740802732E-14,6.0030644291023924E-15,1.741449183712971E-14
518.918918918919,1.1296993059433085E-14,5.911805715011067E-15,1.7208798774444152E-14
521.6216216216217,1.1203594815048243E-14,5.8323271938988815E-15,1.7035922008947126E-14
524.3243243243244,1.1166761325301302E-14,5.782243166935514E-15,1.6949004492236816E-14
527.0270270270271,1.1129817762421715E-14,5.73423505179123E-15,1.6864052814212944E-14
529.7297297297298,1.1092710793712018E-14,5.688257964649598E-15,1.6780968758361616E-14
532.4324324324324,1.1055383970535979E-14,5.644268360802916E-15,1.6699652331338894E-14
535.1351351351352,1.1017777676180565E-14,5.602224004714714E-15,1.6620001680895277E-14
537.8378378378378,1.0979829071763843E-14,5.56208393215675E-15,1.6541913003920592E-14
540.5405405405405,1.0941472028578516E-14,5.523808410778835E-15,1.6465280439357352E-14
543.2432432432432,1.0902637056402152E-14,5.4873588949783106E-15,1.6389995951380462E-14
545.9459459459459,1.0863251221868361E-14,5.452697979015788E-15,1.631594920088415E-14
548.6486486486486,1.0821299366564715E-14,5.420503324764477E-15,1.624180269132919E-14
551.3513513513514,1.0668377799579137E-14,5.427820932801603E-15,1.609619873238074E-14
554.0540540540541,1.0505737218698509E-14,5.4344430458336424E-15,1.5940180264532153E-14
556.7567567567567,1.0333178423080663E-14,5.440175102066053E-15,1.5773353525146715E-14
559.4594594594595,1.0150541764892492E-14,5.444820424588972E-15,1.5595362189481464E-14
562.1621621621621,9.957711665323334E-15,5.448181325360866E-15,1.5405892990684198E-14
564.8648648648648,9.754621039592781E-15,5.450060357108252E-15,1.520468139670103E-14
567.5675675675675,9.541255540513843E-15,5.450261703418026E-15,1.4991517243931868E-14
570.2702702702703,9.317657520585932E-15,5.448592699422832E-15,1.4766250220008765E-14
572.972972972973,9.083929608256723E-15,5.444865465844671E-15,1.4528795074101395E-14
575.6756756756757,8.840237790300288E-15,5.438898636410974E-15,1.427913642671126E-14
578.3783783783784,8.586813891064183E-15,5.430519155014868E-15,1.4017333046079051E-14
581.0810810810812,8.323957345802639E-15,5.4195641110120834E-15,1.3743521456814722E-14
583.7837837837839,7.868943308555753E-15,5.3831231983162356E-15,1.3252066506871989E-14
586.4864864864865,7.30539123619647E-15,5.3226155033446075E-15,1.2628006739541077E-14
589.1891891891893,6.75057562108622E-15,5.251142966876098E-15,1.2001718587962318E-14
591.8918918918919,6.2084561703127524E-15,5.1700002521515605E-15,1.1378456422464313E-14
594.5945945945946,5.682409407632658E-15,5.0805176246820745E-15,1.0762927032314732E-14
597.2972972972973,5.1752116768009935E-15,4.984021967024213E-15,1.0159233643825206E-14
600,4.689047196659891E-15,4.8818036625922544E-15,9.570850859252146E-15
602.7027027027027,4.2255364144644316E-15,4.775090017709219E-15,9.000626432173651E-15
605.4054054054054,3.7857795132306645E-15,4.665025326983587E-15,8.450804840214251E-15
608.1081081081081,3.370410062298065E-15,4.552657242039321E-15,7.923067304337387E-15
610.8108108108107,2.9796542956017674E-15,4.438928794698278E-15,7.418583090300046E-15
613.5135135135135,2.61339220706485E-15,4.324675236225158E-15,6.938067443290008E-15
616.2162162162161,2.2712174685624185E-15,4.210624786548972E-15,6.48184225511139E-15
618.9189189189188,2.094266880586803E-15,4.088825896356245E-15,6.1830927769430476E-15
621.6216216216216,1.967035753657763E-15,3.969920270168468E-15,5.936956023826231E-15
624.3243243243244,1.8482983583161322E-15,3.856472129108807E-15,5.704770487424939E-15
627.0270270270271,1.7374063199233172E-15,3.748169647173924E-15,5.485575967097241E-15
629.7297297297298,1.6337655194958784E-15,3.64472004654579E-15,5.278485566041668E-15
632.4324324324325,1.53683137721457E-15,3.5458486334985225E-15,5.082680010713092E-15
635.1351351351352,1.4461045228265324E-15,3.451297818624022E-15,4.897402341450555E-15
637.8378378378379,1.36112683224224E-15,3.3608261404515587E-15,4.721952972693799E-15
640.5405405405405,1.2814778050907011E-15,3.274207307075335E-15,4.555685112166036E-15
643.2432432432433,1.2067684554379544E-15,3.191227965405434E-15,4.3979964208433885E-15
645.9459459459459,1.1366496825464808E-15,3.1116938189235354E-15,4.248343501470016E-15
